Ligand,Receptor,Ligand.Cluster,Receptor.Cluster,isReceptor_fst,isReceptor_scn,MeanLR
CFH,SELL,MSC,Megakaryocyte,False,False,2.753
CFH,SELL,MSC,Myeloid,False,False,2.6060000000000003
IGF2R,IGF1R,Megakaryocyte,Neural,True,True,2.333
IGF2R,IGF1R,Megakaryocyte,MSC,True,True,2.333
IGF2R,IGF1R,Megakaryocyte,Fibroblast,True,True,2.333
IGF2R,IGF1R,Megakaryocyte,Megakaryocyte,True,True,2.333
IGF2R,IGF1R,Megakaryocyte,Myeloid,True,True,2.333
HRAS,INSR,Fibroblast,Neural,False,True,2.434
HRAS,INSR,Fibroblast,MSC,False,True,2.592
HRAS,INSR,Fibroblast,Fibroblast,False,True,2.434
HRAS,INSR,Fibroblast,Megakaryocyte,False,True,2.434
HRAS,INSR,Fibroblast,Myeloid,False,True,2.434
GNAI2,ADCY7,Myeloid,Neural,False,False,2.698
GNAI2,ADCY7,Myeloid,MSC,False,False,2.698
GNAI2,ADCY7,Myeloid,Fibroblast,False,False,2.698
GNAI2,ADCY7,Myeloid,Megakaryocyte,False,False,2.698
GNAI2,ADCY7,Myeloid,Myeloid,False,False,2.698
GNAI2,TBXA2R,Myeloid,Neural,False,True,2.668
GNAI2,TBXA2R,Myeloid,MSC,False,True,2.668
GNAI2,TBXA2R,Myeloid,Fibroblast,False,True,2.668
GNAI2,TBXA2R,Myeloid,Megakaryocyte,False,True,2.668
GNAI2,TBXA2R,Myeloid,Myeloid,False,True,2.668
GNAI2,ADRA2A,Myeloid,Neural,False,True,2.676
GNAI2,ADRA2A,Myeloid,MSC,False,True,2.676
GNAI2,ADRA2A,Myeloid,Fibroblast,False,True,2.676
GNAI2,ADRA2A,Myeloid,Megakaryocyte,False,True,2.676
GNAI2,ADRA2A,Myeloid,Myeloid,False,True,2.676
SLC3A2,F2R,Fibroblast,Neural,False,True,2.275
SLC3A2,F2R,Fibroblast,MSC,False,True,2.275
SLC3A2,F2R,Fibroblast,Fibroblast,False,True,2.275
SLC3A2,F2R,Fibroblast,Megakaryocyte,False,True,2.275
SLC3A2,F2R,Fibroblast,Myeloid,False,True,2.275
GNAI2,F2R,Myeloid,Neural,False,True,2.653
GNAI2,F2R,Myeloid,MSC,False,True,2.653
GNAI2,F2R,Myeloid,Fibroblast,False,True,2.653
GNAI2,F2R,Myeloid,Megakaryocyte,False,True,2.653
GNAI2,F2R,Myeloid,Myeloid,False,True,2.653
APP,NGFR,MSC,Neural,False,True,2.628
APP,NGFR,MSC,MSC,False,True,2.628
APP,NGFR,MSC,Fibroblast,False,True,2.628
APP,NGFR,MSC,Megakaryocyte,False,True,2.628
APP,NGFR,MSC,Myeloid,False,True,2.628
THBS1,SCARB1,MSC,Neural,False,True,2.3
THBS1,SCARB1,MSC,MSC,False,True,2.3
THBS1,SCARB1,MSC,Fibroblast,False,True,2.3
THBS1,SCARB1,MSC,Megakaryocyte,False,True,2.3
THBS1,SCARB1,MSC,Myeloid,False,True,2.3
CAV1,ICAM1,Fibroblast,Neural,False,True,2.533
CAV1,ICAM1,Fibroblast,MSC,False,True,2.533
CAV1,ICAM1,Fibroblast,Fibroblast,False,True,2.533
CAV1,ICAM1,Fibroblast,Megakaryocyte,False,True,2.533
CAV1,ICAM1,Fibroblast,Myeloid,False,True,2.533
APP,CAV1,Neural,Fibroblast,False,False,2.53
APP,CAV1,MSC,Neural,False,False,2.5639999999999996
APP,CAV1,MSC,MSC,False,False,2.792
APP,CAV1,MSC,Fibroblast,False,False,2.9389999999999996
APP,CAV1,Myeloid,Fibroblast,False,False,2.99
GNAI2,CAV1,Neural,Fibroblast,False,False,2.5869999999999997
GNAI2,CAV1,Fibroblast,Fibroblast,False,False,2.592
GNAI2,CAV1,Myeloid,MSC,False,False,2.84
GNAI2,CAV1,Myeloid,Fibroblast,False,False,2.987
GNAI2,CAV1,Myeloid,Myeloid,False,False,2.612
APOE,SCARB1,MSC,Neural,False,True,3.0860000000000003
APOE,SCARB1,MSC,MSC,False,True,3.0860000000000003
APOE,SCARB1,MSC,Fibroblast,False,True,3.0860000000000003
APOE,SCARB1,MSC,Megakaryocyte,False,True,3.0860000000000003
APOE,SCARB1,MSC,Myeloid,False,True,3.0860000000000003
GAS6,MERTK,MSC,Neural,False,True,2.95
GAS6,MERTK,MSC,MSC,False,True,2.95
GAS6,MERTK,MSC,Fibroblast,False,True,2.95
GAS6,MERTK,MSC,Megakaryocyte,False,True,2.95
GAS6,MERTK,MSC,Myeloid,False,True,2.95
CXCL12,CXCR3,MSC,Neural,False,True,3.245
CXCL12,CXCR3,MSC,MSC,False,True,3.245
CXCL12,CXCR3,MSC,Fibroblast,False,True,3.245
CXCL12,CXCR3,MSC,Megakaryocyte,False,True,3.6889999999999996
CXCL12,CXCR3,MSC,Myeloid,False,True,3.245
GAS6,AXL,MSC,Neural,False,True,2.875
GAS6,AXL,MSC,MSC,False,True,3.037
GAS6,AXL,MSC,Fibroblast,False,True,3.233
GAS6,AXL,MSC,Megakaryocyte,False,True,3.068
GAS6,AXL,MSC,Myeloid,False,True,2.875
CCL5,CXCR3,Neural,Megakaryocyte,False,True,2.5380000000000003
CCL5,CXCR3,MSC,Megakaryocyte,False,True,2.5380000000000003
CCL5,CXCR3,Fibroblast,Megakaryocyte,False,True,2.5780000000000003
CCL5,CXCR3,Megakaryocyte,Megakaryocyte,False,True,2.658
CCL5,CXCR3,Myeloid,Megakaryocyte,False,True,2.5380000000000003
PF4,CXCR3,Neural,Megakaryocyte,False,True,2.52
PF4,CXCR3,MSC,Megakaryocyte,False,True,2.52
PF4,CXCR3,Fibroblast,Megakaryocyte,False,True,2.52
PF4,CXCR3,Megakaryocyte,Megakaryocyte,False,True,2.589
PF4,CXCR3,Myeloid,Megakaryocyte,False,True,2.52
GNAI2,CXCR3,Neural,Megakaryocyte,False,True,2.705
GNAI2,CXCR3,MSC,Megakaryocyte,False,True,2.627
GNAI2,CXCR3,Fibroblast,Megakaryocyte,False,True,2.7089999999999996
GNAI2,CXCR3,Megakaryocyte,Megakaryocyte,False,True,2.6239999999999997
GNAI2,CXCR3,Myeloid,Megakaryocyte,False,True,3.1039999999999996
GSTP1,TRAF2,Neural,Neural,False,False,2.385
GSTP1,TRAF2,Neural,MSC,False,False,2.385
GSTP1,TRAF2,Neural,Fibroblast,False,False,2.385
GSTP1,TRAF2,Neural,Megakaryocyte,False,False,2.385
GSTP1,TRAF2,Neural,Myeloid,False,False,2.385
LGALS3BP,VANGL1,MSC,Neural,False,False,2.565
LGALS3BP,VANGL1,MSC,MSC,False,False,2.565
LGALS3BP,VANGL1,MSC,Fibroblast,False,False,2.565
LGALS3BP,VANGL1,MSC,Megakaryocyte,False,False,2.565
LGALS3BP,VANGL1,MSC,Myeloid,False,False,2.565
HSP90B1,LRP1,Neural,MSC,False,True,2.935
HSP90B1,LRP1,MSC,MSC,False,True,3.173
HSP90B1,LRP1,Fibroblast,MSC,False,True,2.695
HSP90B1,LRP1,Megakaryocyte,MSC,False,True,3.029
HSP90B1,LRP1,Myeloid,MSC,False,True,2.8110000000000004
TNF,PTPRS,Neural,MSC,False,True,2.9560000000000004
TNF,PTPRS,MSC,MSC,False,True,2.9560000000000004
TNF,PTPRS,Fibroblast,MSC,False,True,2.9560000000000004
TNF,PTPRS,Megakaryocyte,MSC,False,True,2.9560000000000004
TNF,PTPRS,Myeloid,MSC,False,True,2.9560000000000004
HSPG2,PTPRS,Neural,MSC,False,True,2.862
HSPG2,PTPRS,MSC,MSC,False,True,3.093
HSPG2,PTPRS,Fibroblast,MSC,False,True,2.975
HSPG2,PTPRS,Megakaryocyte,MSC,False,True,2.862
HSPG2,PTPRS,Myeloid,MSC,False,True,2.862
C1QB,LRP1,Neural,MSC,False,True,2.8139999999999996
C1QB,LRP1,MSC,MSC,False,True,2.8139999999999996
C1QB,LRP1,Fibroblast,MSC,False,True,2.8139999999999996
C1QB,LRP1,Megakaryocyte,MSC,False,True,2.9619999999999997
C1QB,LRP1,Myeloid,MSC,False,True,2.8139999999999996
CALM1,CCL4,Neural,Megakaryocyte,False,False,3.093
CALM1,CCL4,MSC,Megakaryocyte,False,False,2.8680000000000003
CALM1,CCL4,Fibroblast,Megakaryocyte,False,False,2.818
CALM1,CCL4,Megakaryocyte,Megakaryocyte,False,False,2.9219999999999997
CALM1,CCL4,Myeloid,Megakaryocyte,False,False,2.8680000000000003
KITLG,KIT,MSC,Neural,False,True,2.785
KITLG,KIT,MSC,MSC,False,True,2.888
KITLG,KIT,MSC,Fibroblast,False,True,2.785
KITLG,KIT,MSC,Megakaryocyte,False,True,2.785
KITLG,KIT,MSC,Myeloid,False,True,2.785
KITLG,EPOR,MSC,Neural,False,True,2.721
KITLG,EPOR,MSC,MSC,False,True,2.839
KITLG,EPOR,MSC,Fibroblast,False,True,2.721
KITLG,EPOR,MSC,Megakaryocyte,False,True,2.721
KITLG,EPOR,MSC,Myeloid,False,True,2.721
VCAN,SELL,MSC,Neural,False,False,2.98
VCAN,SELL,MSC,MSC,False,False,2.98
VCAN,SELL,MSC,Fibroblast,False,False,2.98
VCAN,SELL,MSC,Megakaryocyte,False,False,3.127
VCAN,SELL,MSC,Myeloid,False,False,2.98
FGF2,CD44,Neural,Fibroblast,False,True,2.344
FGF2,CD44,MSC,Fibroblast,False,True,2.344
FGF2,CD44,Fibroblast,Fibroblast,False,True,2.344
FGF2,CD44,Megakaryocyte,Fibroblast,False,True,2.344
FGF2,CD44,Myeloid,Fibroblast,False,True,2.344
FN1,CD44,Fibroblast,Neural,False,True,2.741
FN1,CD44,Fibroblast,MSC,False,True,2.7969999999999997
FN1,CD44,Fibroblast,Fibroblast,False,True,2.931
FN1,CD44,Fibroblast,Megakaryocyte,False,True,2.8310000000000004
FN1,CD44,Fibroblast,Myeloid,False,True,2.741
SERPINE1,ITGAV,Fibroblast,Neural,False,True,2.3209999999999997
SERPINE1,ITGAV,Fibroblast,MSC,False,True,2.3209999999999997
SERPINE1,ITGAV,Fibroblast,Fibroblast,False,True,2.3209999999999997
SERPINE1,ITGAV,Fibroblast,Megakaryocyte,False,True,2.3209999999999997
SERPINE1,ITGAV,Fibroblast,Myeloid,False,True,2.3209999999999997
TNF,LTBR,Neural,MSC,False,True,2.6710000000000003
TNF,LTBR,MSC,MSC,False,True,2.6710000000000003
TNF,LTBR,Fibroblast,MSC,False,True,2.6710000000000003
TNF,LTBR,Megakaryocyte,MSC,False,True,2.6710000000000003
TNF,LTBR,Myeloid,MSC,False,True,2.6710000000000003
CXCL12,CXCR4,MSC,Neural,False,True,3.2119999999999997
CXCL12,CXCR4,MSC,MSC,False,True,3.263
CXCL12,CXCR4,MSC,Fibroblast,False,True,3.307
CXCL12,CXCR4,MSC,Megakaryocyte,False,True,3.4619999999999997
CXCL12,CXCR4,MSC,Myeloid,False,True,3.722
SEMA7A,PLXNC1,Myeloid,Neural,False,True,2.1630000000000003
SEMA7A,PLXNC1,Myeloid,MSC,False,True,2.1630000000000003
SEMA7A,PLXNC1,Myeloid,Fibroblast,False,True,2.1630000000000003
SEMA7A,PLXNC1,Myeloid,Megakaryocyte,False,True,2.1630000000000003
SEMA7A,PLXNC1,Myeloid,Myeloid,False,True,2.1630000000000003
FGF2,SDC1,Neural,MSC,False,False,2.452
FGF2,SDC1,MSC,MSC,False,False,2.452
FGF2,SDC1,Fibroblast,MSC,False,False,2.452
FGF2,SDC1,Megakaryocyte,MSC,False,False,2.452
FGF2,SDC1,Myeloid,MSC,False,False,2.452
CXCL8,SDC1,Neural,MSC,False,False,2.4290000000000003
CXCL8,SDC1,MSC,MSC,False,False,2.4290000000000003
CXCL8,SDC1,Fibroblast,MSC,False,False,2.4290000000000003
CXCL8,SDC1,Megakaryocyte,MSC,False,False,2.4290000000000003
CXCL8,SDC1,Myeloid,MSC,False,False,2.4290000000000003
TIGIT,PVR,Neural,Fibroblast,False,True,2.3480000000000003
TIGIT,PVR,Fibroblast,Fibroblast,False,True,2.3480000000000003
TIGIT,PVR,Megakaryocyte,Fibroblast,False,True,2.495
TIGIT,PVR,Myeloid,Fibroblast,False,True,2.3480000000000003
TIGIT,PVR,Megakaryocyte,Myeloid,False,True,2.338
FN1,IL17RC,Fibroblast,Neural,False,True,2.8
FN1,IL17RC,Fibroblast,MSC,False,True,2.8
FN1,IL17RC,Fibroblast,Fibroblast,False,True,2.8
FN1,IL17RC,Fibroblast,Megakaryocyte,False,True,2.8
FN1,IL17RC,Fibroblast,Myeloid,False,True,2.8
SEMA4D,PLXNB2,Neural,MSC,True,True,2.571
SEMA4D,PLXNB2,MSC,MSC,True,True,2.571
SEMA4D,PLXNB2,Fibroblast,MSC,True,True,2.571
SEMA4D,PLXNB2,Megakaryocyte,MSC,True,True,2.571
SEMA4D,PLXNB2,Myeloid,MSC,True,True,2.571
LTA4H,LTBR,Neural,MSC,False,True,2.589
LTA4H,LTBR,MSC,MSC,False,True,2.739
LTA4H,LTBR,Fibroblast,MSC,False,True,2.6489999999999996
LTA4H,LTBR,Megakaryocyte,MSC,False,True,2.695
LTA4H,LTBR,Myeloid,MSC,False,True,2.972
IGF1,IGF1R,MSC,Neural,False,True,2.593
IGF1,IGF1R,MSC,MSC,False,True,2.593
IGF1,IGF1R,MSC,Fibroblast,False,True,2.593
IGF1,IGF1R,MSC,Megakaryocyte,False,True,2.593
IGF1,IGF1R,MSC,Myeloid,False,True,2.593
GNAI2,IGF1R,Myeloid,Neural,False,True,2.698
GNAI2,IGF1R,Myeloid,MSC,False,True,2.698
GNAI2,IGF1R,Myeloid,Fibroblast,False,True,2.698
GNAI2,IGF1R,Myeloid,Megakaryocyte,False,True,2.698
GNAI2,IGF1R,Myeloid,Myeloid,False,True,2.698
CCL5,SDC4,Neural,MSC,False,False,2.444
CCL5,SDC4,MSC,MSC,False,False,2.444
CCL5,SDC4,Fibroblast,MSC,False,False,2.484
CCL5,SDC4,Megakaryocyte,MSC,False,False,2.5639999999999996
CCL5,SDC4,Myeloid,MSC,False,False,2.444
IGFL2,IGFLR1,Megakaryocyte,Neural,False,True,2.4859999999999998
IGFL2,IGFLR1,Megakaryocyte,MSC,False,True,2.4859999999999998
IGFL2,IGFLR1,Megakaryocyte,Fibroblast,False,True,2.4859999999999998
IGFL2,IGFLR1,Megakaryocyte,Megakaryocyte,False,True,2.4859999999999998
IGFL2,IGFLR1,Megakaryocyte,Myeloid,False,True,2.4859999999999998
TNFRSF14,BTLA,Megakaryocyte,Neural,True,True,2.543
TNFRSF14,BTLA,Megakaryocyte,MSC,True,True,2.543
TNFRSF14,BTLA,Megakaryocyte,Fibroblast,True,True,2.543
TNFRSF14,BTLA,Megakaryocyte,Megakaryocyte,True,True,2.543
TNFRSF14,BTLA,Megakaryocyte,Myeloid,True,True,2.543
TGFB1,CXCR4,MSC,Megakaryocyte,False,True,2.459
TGFB1,CXCR4,MSC,Myeloid,False,True,2.718
TGFB1,CXCR4,Fibroblast,Megakaryocyte,False,True,2.45
TGFB1,CXCR4,Fibroblast,Myeloid,False,True,2.71
TGFB1,CXCR4,Myeloid,Myeloid,False,True,2.591
LTA4H,TNFRSF14,Neural,Megakaryocyte,False,True,2.484
LTA4H,TNFRSF14,MSC,Megakaryocyte,False,True,2.634
LTA4H,TNFRSF14,Fibroblast,Megakaryocyte,False,True,2.543
LTA4H,TNFRSF14,Megakaryocyte,Megakaryocyte,False,True,2.589
LTA4H,TNFRSF14,Myeloid,Megakaryocyte,False,True,2.866
FGF2,FGFR1,Neural,MSC,False,True,2.6519999999999997
FGF2,FGFR1,MSC,MSC,False,True,2.6519999999999997
FGF2,FGFR1,Fibroblast,MSC,False,True,2.6519999999999997
FGF2,FGFR1,Megakaryocyte,MSC,False,True,2.6519999999999997
FGF2,FGFR1,Myeloid,MSC,False,True,2.6519999999999997
PTDSS1,JMJD6,Neural,MSC,False,False,2.228
PTDSS1,JMJD6,MSC,MSC,False,False,2.228
PTDSS1,JMJD6,Fibroblast,MSC,False,False,2.228
PTDSS1,JMJD6,Megakaryocyte,MSC,False,False,2.228
PTDSS1,JMJD6,Myeloid,MSC,False,False,2.228
FGF7,FGFR4,MSC,Neural,False,True,2.717
FGF7,FGFR4,MSC,MSC,False,True,2.717
FGF7,FGFR4,MSC,Fibroblast,False,True,2.717
FGF7,FGFR4,MSC,Megakaryocyte,False,True,2.717
FGF7,FGFR4,MSC,Myeloid,False,True,2.717
OSM,OSMR,Neural,MSC,False,True,2.396
OSM,OSMR,MSC,MSC,False,True,2.396
OSM,OSMR,Fibroblast,MSC,False,True,2.396
OSM,OSMR,Megakaryocyte,MSC,False,True,2.396
OSM,OSMR,Myeloid,MSC,False,True,2.396
CCL2,ACKR1,MSC,Neural,False,True,2.5639999999999996
CCL2,ACKR1,MSC,MSC,False,True,2.5639999999999996
CCL2,ACKR1,MSC,Fibroblast,False,True,2.5639999999999996
CCL2,ACKR1,MSC,Megakaryocyte,False,True,2.5639999999999996
CCL2,ACKR1,MSC,Myeloid,False,True,2.5639999999999996
IL11,IL6ST,Neural,MSC,False,True,2.497
IL11,IL6ST,MSC,MSC,False,True,2.497
IL11,IL6ST,Fibroblast,MSC,False,True,2.654
IL11,IL6ST,Megakaryocyte,MSC,False,True,2.497
IL11,IL6ST,Myeloid,MSC,False,True,2.497
PPBP,ACKR1,Megakaryocyte,Neural,False,True,2.082
PPBP,ACKR1,Megakaryocyte,MSC,False,True,2.082
PPBP,ACKR1,Megakaryocyte,Fibroblast,False,True,2.082
PPBP,ACKR1,Megakaryocyte,Megakaryocyte,False,True,2.082
PPBP,ACKR1,Megakaryocyte,Myeloid,False,True,2.082
SEMA7A,ITGA1,Neural,MSC,False,True,2.512
SEMA7A,ITGA1,MSC,MSC,False,True,2.467
SEMA7A,ITGA1,Fibroblast,MSC,False,True,2.472
SEMA7A,ITGA1,Megakaryocyte,MSC,False,True,2.42
SEMA7A,ITGA1,Myeloid,MSC,False,True,2.42
COL1A1,ITGA1,Fibroblast,Neural,False,True,2.7460000000000004
COL1A1,ITGA1,Fibroblast,MSC,False,True,3.069
COL1A1,ITGA1,Fibroblast,Fibroblast,False,True,2.7460000000000004
COL1A1,ITGA1,Fibroblast,Megakaryocyte,False,True,2.7460000000000004
COL1A1,ITGA1,Fibroblast,Myeloid,False,True,2.7460000000000004
COL6A2,ITGA1,Neural,MSC,False,True,2.372
COL6A2,ITGA1,MSC,MSC,False,True,2.718
COL6A2,ITGA1,MSC,Fibroblast,False,True,2.395
COL6A2,ITGA1,Fibroblast,MSC,False,True,2.551
COL6A2,ITGA1,Megakaryocyte,MSC,False,True,2.372
COL5A1,ITGA1,Neural,MSC,False,True,2.425
COL5A1,ITGA1,MSC,MSC,False,True,2.479
COL5A1,ITGA1,Fibroblast,Neural,False,True,2.391
COL5A1,ITGA1,Fibroblast,MSC,False,True,2.714
COL5A1,ITGA1,Fibroblast,Fibroblast,False,True,2.391
WNT5A,LRP5,Fibroblast,Neural,False,True,2.365
WNT5A,LRP5,Fibroblast,MSC,False,True,2.365
WNT5A,LRP5,Fibroblast,Fibroblast,False,True,2.365
WNT5A,LRP5,Fibroblast,Megakaryocyte,False,True,2.365
WNT5A,LRP5,Fibroblast,Myeloid,False,True,2.365
WNT5A,FZD6,Fibroblast,Neural,False,True,2.365
WNT5A,FZD6,Fibroblast,MSC,False,True,2.365
WNT5A,FZD6,Fibroblast,Fibroblast,False,True,2.365
WNT5A,FZD6,Fibroblast,Megakaryocyte,False,True,2.365
WNT5A,FZD6,Fibroblast,Myeloid,False,True,2.365
TNFRSF14,CD160,Megakaryocyte,Neural,True,True,2.543
TNFRSF14,CD160,Megakaryocyte,MSC,True,True,2.543
TNFRSF14,CD160,Megakaryocyte,Fibroblast,True,True,2.543
TNFRSF14,CD160,Megakaryocyte,Megakaryocyte,True,True,2.543
TNFRSF14,CD160,Megakaryocyte,Myeloid,True,True,2.543
LTA4H,TNFRSF1A,Neural,MSC,False,True,2.727
LTA4H,TNFRSF1A,MSC,MSC,False,True,2.877
LTA4H,TNFRSF1A,Fibroblast,MSC,False,True,2.787
LTA4H,TNFRSF1A,Megakaryocyte,MSC,False,True,2.833
LTA4H,TNFRSF1A,Myeloid,MSC,False,True,3.11
GZMB,IGF2R,Megakaryocyte,Neural,False,True,2.988
GZMB,IGF2R,Megakaryocyte,MSC,False,True,3.1510000000000002
GZMB,IGF2R,Megakaryocyte,Fibroblast,False,True,2.988
GZMB,IGF2R,Megakaryocyte,Megakaryocyte,False,True,3.125
GZMB,IGF2R,Megakaryocyte,Myeloid,False,True,2.988
TNF,TNFRSF1A,Neural,MSC,False,True,2.8089999999999997
TNF,TNFRSF1A,MSC,MSC,False,True,2.8089999999999997
TNF,TNFRSF1A,Fibroblast,MSC,False,True,2.8089999999999997
TNF,TNFRSF1A,Megakaryocyte,MSC,False,True,2.8089999999999997
TNF,TNFRSF1A,Myeloid,MSC,False,True,2.8089999999999997
LTA4H,TNFRSF1B,Neural,Megakaryocyte,False,True,2.569
LTA4H,TNFRSF1B,MSC,Megakaryocyte,False,True,2.719
LTA4H,TNFRSF1B,Fibroblast,Megakaryocyte,False,True,2.628
LTA4H,TNFRSF1B,Megakaryocyte,Megakaryocyte,False,True,2.674
LTA4H,TNFRSF1B,Myeloid,Megakaryocyte,False,True,2.951
CD2BP2,CD58,MSC,Neural,False,False,2.309
CD2BP2,CD58,MSC,MSC,False,False,2.309
CD2BP2,CD58,MSC,Fibroblast,False,False,2.309
CD2BP2,CD58,MSC,Megakaryocyte,False,False,2.309
CD2BP2,CD58,MSC,Myeloid,False,False,2.309
PF4,SDC2,Neural,MSC,False,False,2.411
PF4,SDC2,MSC,MSC,False,False,2.411
PF4,SDC2,Fibroblast,MSC,False,False,2.411
PF4,SDC2,Megakaryocyte,MSC,False,False,2.479
PF4,SDC2,Myeloid,MSC,False,False,2.411
CXCL8,SDC2,Neural,MSC,False,False,2.5180000000000002
CXCL8,SDC2,MSC,MSC,False,False,2.5180000000000002
CXCL8,SDC2,Fibroblast,MSC,False,False,2.5180000000000002
CXCL8,SDC2,Megakaryocyte,MSC,False,False,2.5180000000000002
CXCL8,SDC2,Myeloid,MSC,False,False,2.5180000000000002
APOE,SORL1,MSC,Neural,False,True,3.073
APOE,SORL1,MSC,MSC,False,True,3.073
APOE,SORL1,MSC,Fibroblast,False,True,3.073
APOE,SORL1,MSC,Megakaryocyte,False,True,3.222
APOE,SORL1,MSC,Myeloid,False,True,3.073
FGF2,SDC2,Neural,MSC,False,False,2.541
FGF2,SDC2,MSC,MSC,False,False,2.541
FGF2,SDC2,Fibroblast,MSC,False,False,2.541
FGF2,SDC2,Megakaryocyte,MSC,False,False,2.541
FGF2,SDC2,Myeloid,MSC,False,False,2.541
SDC2,MET,MSC,Neural,False,True,2.509
SDC2,MET,MSC,MSC,False,True,2.509
SDC2,MET,MSC,Fibroblast,False,True,2.6660000000000004
SDC2,MET,MSC,Megakaryocyte,False,True,2.509
SDC2,MET,MSC,Myeloid,False,True,2.509
FN1,SDC2,MSC,MSC,False,False,2.6069999999999998
FN1,SDC2,Fibroblast,Neural,False,False,2.783
FN1,SDC2,Fibroblast,MSC,False,False,3.128
FN1,SDC2,Fibroblast,Fibroblast,False,False,2.862
FN1,SDC2,Fibroblast,Megakaryocyte,False,False,2.783
GH1,GHR,Neural,MSC,False,True,2.635
GH1,GHR,MSC,MSC,False,True,2.635
GH1,GHR,Fibroblast,MSC,False,True,2.635
GH1,GHR,Megakaryocyte,MSC,False,True,2.635
GH1,GHR,Myeloid,MSC,False,True,2.635
COL1A1,CD93,Fibroblast,Neural,False,True,2.7769999999999997
COL1A1,CD93,Fibroblast,MSC,False,True,2.7769999999999997
COL1A1,CD93,Fibroblast,Fibroblast,False,True,2.7769999999999997
COL1A1,CD93,Fibroblast,Megakaryocyte,False,True,2.7769999999999997
COL1A1,CD93,Fibroblast,Myeloid,False,True,2.7769999999999997
FN1,ITGB7,MSC,Megakaryocyte,False,True,2.8
FN1,ITGB7,Fibroblast,Neural,False,True,2.782
FN1,ITGB7,Fibroblast,MSC,False,True,2.782
FN1,ITGB7,Fibroblast,Fibroblast,False,True,2.861
FN1,ITGB7,Fibroblast,Megakaryocyte,False,True,3.321
TCTN1,TMEM67,MSC,Neural,False,False,2.419
TCTN1,TMEM67,MSC,MSC,False,False,2.419
TCTN1,TMEM67,MSC,Fibroblast,False,False,2.419
TCTN1,TMEM67,MSC,Megakaryocyte,False,False,2.419
TCTN1,TMEM67,MSC,Myeloid,False,False,2.419
COL4A1,CD93,Fibroblast,Neural,False,True,2.3819999999999997
COL4A1,CD93,Fibroblast,MSC,False,True,2.3819999999999997
COL4A1,CD93,Fibroblast,Fibroblast,False,True,2.3819999999999997
COL4A1,CD93,Fibroblast,Megakaryocyte,False,True,2.3819999999999997
COL4A1,CD93,Fibroblast,Myeloid,False,True,2.3819999999999997
CDH1,ITGB7,Neural,Megakaryocyte,False,True,2.702
CDH1,ITGB7,MSC,Megakaryocyte,False,True,2.702
CDH1,ITGB7,Fibroblast,Megakaryocyte,False,True,2.702
CDH1,ITGB7,Megakaryocyte,Megakaryocyte,False,True,2.702
CDH1,ITGB7,Myeloid,Megakaryocyte,False,True,2.702
TNF,TNFRSF1B,Neural,Megakaryocyte,False,True,2.65
TNF,TNFRSF1B,MSC,Megakaryocyte,False,True,2.65
TNF,TNFRSF1B,Fibroblast,Megakaryocyte,False,True,2.65
TNF,TNFRSF1B,Megakaryocyte,Megakaryocyte,False,True,2.65
TNF,TNFRSF1B,Myeloid,Megakaryocyte,False,True,2.65
LIFR,IL6ST,MSC,Neural,True,True,2.681
LIFR,IL6ST,Neural,MSC,True,True,2.459
LIFR,IL6ST,MSC,MSC,True,True,3.0669999999999997
LIFR,IL6ST,Fibroblast,MSC,True,True,2.5380000000000003
LIFR,IL6ST,MSC,Fibroblast,True,True,2.727
LIFR,IL6ST,MSC,Megakaryocyte,True,True,2.681
MIF4GD,TNFRSF14,Neural,Megakaryocyte,False,True,2.504
MIF4GD,TNFRSF14,MSC,Megakaryocyte,False,True,2.6069999999999998
MIF4GD,TNFRSF14,Fibroblast,Megakaryocyte,False,True,2.504
MIF4GD,TNFRSF14,Megakaryocyte,MSC,False,True,2.424
MIF4GD,TNFRSF14,Megakaryocyte,Megakaryocyte,False,True,2.653
MIF4GD,TNFRSF14,Myeloid,Megakaryocyte,False,True,2.504
COL1A2,ITGB1,MSC,Neural,False,True,2.498
COL1A2,ITGB1,MSC,MSC,False,True,2.9530000000000003
COL1A2,ITGB1,Fibroblast,MSC,False,True,2.7939999999999996
COL1A2,ITGB1,MSC,Fibroblast,False,True,2.798
COL1A2,ITGB1,Fibroblast,Fibroblast,False,True,2.639
COL1A2,ITGB1,MSC,Megakaryocyte,False,True,2.675
GNAI2,S1PR4,Myeloid,Neural,False,True,2.653
GNAI2,S1PR4,Myeloid,Fibroblast,False,True,2.653
GNAI2,S1PR4,Neural,Myeloid,False,True,2.975
GNAI2,S1PR4,Fibroblast,Myeloid,False,True,2.9789999999999996
GNAI2,S1PR4,Megakaryocyte,Myeloid,False,True,2.8939999999999997
GNAI2,S1PR4,Myeloid,Myeloid,False,True,3.3739999999999997
THBS1,CD36,Neural,MSC,False,True,2.176
THBS1,CD36,MSC,Neural,False,True,2.21
THBS1,CD36,MSC,MSC,False,True,2.349
THBS1,CD36,MSC,Fibroblast,False,True,2.21
THBS1,CD36,MSC,Myeloid,False,True,2.21
THBS1,CD36,Fibroblast,MSC,False,True,2.225
CD14,ITGB1,Neural,MSC,True,True,2.503
CD14,ITGB1,MSC,MSC,True,True,2.81
CD14,ITGB1,Fibroblast,MSC,True,True,2.503
CD14,ITGB1,Myeloid,MSC,True,True,2.503
CD14,ITGB1,MSC,Fibroblast,True,True,2.654
