"source","target","gene_A","gene_B","type_gene_A","type_gene_B","MeanLR"
"Megakaryocyte","Myeloid","PKM|L","CD44|R","Ligand","Receptor",2.893
"MSC","Neural","CLEC11A|L","KIT|R","Ligand","Receptor",2.355
"MSC","MSC","CLEC11A|L","KIT|R","Ligand","Receptor",2.355
"MSC","Fibroblast","CLEC11A|L","KIT|R","Ligand","Receptor",2.355
"MSC","Megakaryocyte","CLEC11A|L","KIT|R","Ligand","Receptor",2.355
"MSC","Myeloid","CLEC11A|L","KIT|R","Ligand","Receptor",2.355
"Neural","MSC","SERPINE1|L","PLAUR|R","Ligand","Receptor",2.365
"MSC","MSC","SERPINE1|L","PLAUR|R","Ligand","Receptor",2.365
"Fibroblast","MSC","SERPINE1|L","PLAUR|R","Ligand","Receptor",2.365
"Megakaryocyte","MSC","SERPINE1|L","PLAUR|R","Ligand","Receptor",2.365
"Myeloid","MSC","SERPINE1|L","PLAUR|R","Ligand","Receptor",2.365
"MSC","Neural","GNAI2|L","CXCR3|R","Ligand","Receptor",2.273
"MSC","MSC","GNAI2|L","CXCR3|R","Ligand","Receptor",2.273
"MSC","Fibroblast","GNAI2|L","CXCR3|R","Ligand","Receptor",2.273
"MSC","Megakaryocyte","GNAI2|L","CXCR3|R","Ligand","Receptor",2.273
"MSC","Myeloid","GNAI2|L","CXCR3|R","Ligand","Receptor",2.273
"MSC","Neural","VCAN|L","ITGA4|R","Ligand","Receptor",2.705
"MSC","MSC","VCAN|L","ITGA4|R","Ligand","Receptor",2.705
"MSC","Fibroblast","VCAN|L","ITGA4|R","Ligand","Receptor",2.705
"MSC","Megakaryocyte","VCAN|L","ITGA4|R","Ligand","Receptor",2.822
"MSC","Myeloid","VCAN|L","ITGA4|R","Ligand","Receptor",2.705
"Megakaryocyte","Neural","F13A1|L","ITGA4|R","Ligand","Receptor",3.262
"Megakaryocyte","MSC","F13A1|L","ITGA4|R","Ligand","Receptor",3.262
"Megakaryocyte","Fibroblast","F13A1|L","ITGA4|R","Ligand","Receptor",3.262
"Megakaryocyte","Megakaryocyte","F13A1|L","ITGA4|R","Ligand","Receptor",3.378
"Megakaryocyte","Myeloid","F13A1|L","ITGA4|R","Ligand","Receptor",3.262
"Megakaryocyte","Neural","PF4|L","CXCR3|R","Ligand","Receptor",3.611
"Megakaryocyte","MSC","PF4|L","CXCR3|R","Ligand","Receptor",3.611
"Megakaryocyte","Fibroblast","PF4|L","CXCR3|R","Ligand","Receptor",3.611
"Megakaryocyte","Megakaryocyte","PF4|L","CXCR3|R","Ligand","Receptor",3.611
"Megakaryocyte","Myeloid","PF4|L","CXCR3|R","Ligand","Receptor",3.611
"Neural","MSC","SEMA4A|L","PLXND1|R","Ligand","Receptor",2.367
"MSC","MSC","SEMA4A|L","PLXND1|R","Ligand","Receptor",2.367
"Fibroblast","MSC","SEMA4A|L","PLXND1|R","Ligand","Receptor",2.367
"Megakaryocyte","MSC","SEMA4A|L","PLXND1|R","Ligand","Receptor",2.367
"Myeloid","MSC","SEMA4A|L","PLXND1|R","Ligand","Receptor",2.367
"MSC","Neural","THBS1|L","ITGA4|R","Ligand","Receptor",2.646
"MSC","MSC","THBS1|L","ITGA4|R","Ligand","Receptor",2.646
"MSC","Fibroblast","THBS1|L","ITGA4|R","Ligand","Receptor",2.646
"MSC","Megakaryocyte","THBS1|L","ITGA4|R","Ligand","Receptor",2.763
"MSC","Myeloid","THBS1|L","ITGA4|R","Ligand","Receptor",2.646
"MSC","Neural","CXCL12|L","CXCR3|R","Ligand","Receptor",2.653
"MSC","MSC","CXCL12|L","CXCR3|R","Ligand","Receptor",2.653
"MSC","Fibroblast","CXCL12|L","CXCR3|R","Ligand","Receptor",2.653
"MSC","Megakaryocyte","CXCL12|L","CXCR3|R","Ligand","Receptor",2.653
"MSC","Myeloid","CXCL12|L","CXCR3|R","Ligand","Receptor",2.653
"MSC","Neural","FN1|L","ITGA4|R","Ligand","Receptor",2.362
"MSC","MSC","FN1|L","ITGA4|R","Ligand","Receptor",2.362
"MSC","Fibroblast","FN1|L","ITGA4|R","Ligand","Receptor",2.362
"MSC","Megakaryocyte","FN1|L","ITGA4|R","Ligand","Receptor",2.479
"MSC","Myeloid","FN1|L","ITGA4|R","Ligand","Receptor",2.362
"MSC","Neural","COL1A1|L","ITGA5|R","Ligand","Receptor",2.576
"MSC","MSC","COL1A1|L","ITGA5|R","Ligand","Receptor",2.773
"MSC","Fibroblast","COL1A1|L","ITGA5|R","Ligand","Receptor",2.576
"MSC","Megakaryocyte","COL1A1|L","ITGA5|R","Ligand","Receptor",2.576
"MSC","Myeloid","COL1A1|L","ITGA5|R","Ligand","Receptor",2.576
"Neural","Megakaryocyte","GNAI2|L","CAV1|R","Ligand","Receptor",2.308
"MSC","Megakaryocyte","GNAI2|L","CAV1|R","Ligand","Receptor",2.481
"Fibroblast","Megakaryocyte","GNAI2|L","CAV1|R","Ligand","Receptor",2.308
"Megakaryocyte","Megakaryocyte","GNAI2|L","CAV1|R","Ligand","Receptor",2.353
"Myeloid","Megakaryocyte","GNAI2|L","CAV1|R","Ligand","Receptor",2.556
"MSC","Neural","COL6A1|L","ITGA6|R","Ligand","Receptor",2.4
"MSC","MSC","COL6A1|L","ITGA6|R","Ligand","Receptor",2.4
"MSC","Fibroblast","COL6A1|L","ITGA6|R","Ligand","Receptor",2.4
"MSC","Megakaryocyte","COL6A1|L","ITGA6|R","Ligand","Receptor",2.4
"MSC","Myeloid","COL6A1|L","ITGA6|R","Ligand","Receptor",2.4
"MSC","Neural","LAMB1|L","ITGA6|R","Ligand","Receptor",2.411
"MSC","MSC","LAMB1|L","ITGA6|R","Ligand","Receptor",2.411
"MSC","Fibroblast","LAMB1|L","ITGA6|R","Ligand","Receptor",2.411
"MSC","Megakaryocyte","LAMB1|L","ITGA6|R","Ligand","Receptor",2.411
"MSC","Myeloid","LAMB1|L","ITGA6|R","Ligand","Receptor",2.411
"Megakaryocyte","Neural","CCL5|L","CXCR3|R","Ligand","Receptor",3.718
"Megakaryocyte","MSC","CCL5|L","CXCR3|R","Ligand","Receptor",3.718
"Megakaryocyte","Fibroblast","CCL5|L","CXCR3|R","Ligand","Receptor",3.718
"Megakaryocyte","Megakaryocyte","CCL5|L","CXCR3|R","Ligand","Receptor",3.718
"Megakaryocyte","Myeloid","CCL5|L","CXCR3|R","Ligand","Receptor",3.718
"Neural","MSC","SERPINA1|L","LRP1|R","Ligand","Receptor",2.434
"MSC","MSC","SERPINA1|L","LRP1|R","Ligand","Receptor",2.434
"Fibroblast","MSC","SERPINA1|L","LRP1|R","Ligand","Receptor",2.434
"Megakaryocyte","MSC","SERPINA1|L","LRP1|R","Ligand","Receptor",2.434
"Myeloid","MSC","SERPINA1|L","LRP1|R","Ligand","Receptor",2.434
"Neural","MSC","COL4A1|L","ITGAV|R","Ligand","Receptor",2.573
"MSC","MSC","COL4A1|L","ITGAV|R","Ligand","Receptor",2.78
"Fibroblast","MSC","COL4A1|L","ITGAV|R","Ligand","Receptor",2.641
"Megakaryocyte","MSC","COL4A1|L","ITGAV|R","Ligand","Receptor",2.573
"Myeloid","MSC","COL4A1|L","ITGAV|R","Ligand","Receptor",2.573
"Neural","MSC","SERPINE1|L","ITGAV|R","Ligand","Receptor",2.614
"MSC","MSC","SERPINE1|L","ITGAV|R","Ligand","Receptor",2.614
"Fibroblast","MSC","SERPINE1|L","ITGAV|R","Ligand","Receptor",2.614
"Megakaryocyte","MSC","SERPINE1|L","ITGAV|R","Ligand","Receptor",2.614
"Myeloid","MSC","SERPINE1|L","ITGAV|R","Ligand","Receptor",2.614
"Megakaryocyte","Neural","PF4|L","THBD|R","Ligand","Receptor",3.643
"Megakaryocyte","MSC","PF4|L","THBD|R","Ligand","Receptor",3.788
"Megakaryocyte","Fibroblast","PF4|L","THBD|R","Ligand","Receptor",3.946
"Megakaryocyte","Megakaryocyte","PF4|L","THBD|R","Ligand","Receptor",3.598
"Megakaryocyte","Myeloid","PF4|L","THBD|R","Ligand","Receptor",3.598
"MSC","Neural","APP|L","GPC1|R","Ligand","Receptor",2.231
"MSC","MSC","APP|L","GPC1|R","Ligand","Receptor",2.231
"MSC","Fibroblast","APP|L","GPC1|R","Ligand","Receptor",2.231
"MSC","Megakaryocyte","APP|L","GPC1|R","Ligand","Receptor",2.231
"MSC","Myeloid","APP|L","GPC1|R","Ligand","Receptor",2.231
"Neural","Neural","ADGRE2|L","CD55|R","Ligand","Receptor",2.499
"MSC","Neural","ADGRE2|L","CD55|R","Ligand","Receptor",2.499
"Fibroblast","Neural","ADGRE2|L","CD55|R","Ligand","Receptor",2.499
"Megakaryocyte","Neural","ADGRE2|L","CD55|R","Ligand","Receptor",2.499
"Myeloid","Neural","ADGRE2|L","CD55|R","Ligand","Receptor",2.499
"MSC","Neural","APOE|L","SORL1|R","Ligand","Receptor",2.754
"MSC","MSC","APOE|L","SORL1|R","Ligand","Receptor",2.664
"MSC","Fibroblast","APOE|L","SORL1|R","Ligand","Receptor",2.664
"MSC","Megakaryocyte","APOE|L","SORL1|R","Ligand","Receptor",2.794
"MSC","Myeloid","APOE|L","SORL1|R","Ligand","Receptor",2.664
"Neural","MSC","APP|L","LRP1|R","Ligand","Receptor",2.352
"MSC","MSC","APP|L","LRP1|R","Ligand","Receptor",2.488
"Fibroblast","MSC","APP|L","LRP1|R","Ligand","Receptor",2.446
"Megakaryocyte","MSC","APP|L","LRP1|R","Ligand","Receptor",2.48
"Myeloid","MSC","APP|L","LRP1|R","Ligand","Receptor",2.336
"Megakaryocyte","Neural","PF4|L","SORL1|R","Ligand","Receptor",3.696
"Megakaryocyte","MSC","PF4|L","SORL1|R","Ligand","Receptor",3.606
"Megakaryocyte","Fibroblast","PF4|L","SORL1|R","Ligand","Receptor",3.606
"Megakaryocyte","Megakaryocyte","PF4|L","SORL1|R","Ligand","Receptor",3.736
"Megakaryocyte","Myeloid","PF4|L","SORL1|R","Ligand","Receptor",3.606
"MSC","Neural","MDK|L","LRP1|R","Ligand","Receptor",2.601
"MSC","MSC","MDK|L","LRP1|R","Ligand","Receptor",2.931
"MSC","Fibroblast","MDK|L","LRP1|R","Ligand","Receptor",2.601
"MSC","Megakaryocyte","MDK|L","LRP1|R","Ligand","Receptor",2.601
"MSC","Myeloid","MDK|L","LRP1|R","Ligand","Receptor",2.601
"Neural","MSC","TFPI|L","LRP1|R","Ligand","Receptor",2.418
"MSC","Neural","TFPI|L","LRP1|R","Ligand","Receptor",2.478
"MSC","MSC","TFPI|L","LRP1|R","Ligand","Receptor",2.807
"MSC","Myeloid","TFPI|L","LRP1|R","Ligand","Receptor",2.478
"Megakaryocyte","MSC","TFPI|L","LRP1|R","Ligand","Receptor",2.443
"MSC","Neural","FN1|L","NT5E|R","Ligand","Receptor",2.362
"MSC","MSC","FN1|L","NT5E|R","Ligand","Receptor",2.362
"MSC","Fibroblast","FN1|L","NT5E|R","Ligand","Receptor",2.362
"MSC","Megakaryocyte","FN1|L","NT5E|R","Ligand","Receptor",2.362
"MSC","Myeloid","FN1|L","NT5E|R","Ligand","Receptor",2.362
"MSC","Neural","FN1|L","CD79A|R","Ligand","Receptor",2.416
"MSC","MSC","FN1|L","CD79A|R","Ligand","Receptor",2.371
"MSC","Fibroblast","FN1|L","CD79A|R","Ligand","Receptor",2.545
"MSC","Megakaryocyte","FN1|L","CD79A|R","Ligand","Receptor",2.371
"MSC","Myeloid","FN1|L","CD79A|R","Ligand","Receptor",2.371
"Neural","Neural","RSPO1|L","LGR4|R","Ligand","Receptor",2.213
"MSC","Neural","RSPO1|L","LGR4|R","Ligand","Receptor",2.213
"Fibroblast","Neural","RSPO1|L","LGR4|R","Ligand","Receptor",2.213
"Megakaryocyte","Neural","RSPO1|L","LGR4|R","Ligand","Receptor",2.213
"Myeloid","Neural","RSPO1|L","LGR4|R","Ligand","Receptor",2.213
"Neural","MSC","SERPINE1|L","LRP1|R","Ligand","Receptor",2.434
"MSC","MSC","SERPINE1|L","LRP1|R","Ligand","Receptor",2.434
"Fibroblast","MSC","SERPINE1|L","LRP1|R","Ligand","Receptor",2.434
"Megakaryocyte","MSC","SERPINE1|L","LRP1|R","Ligand","Receptor",2.434
"Myeloid","MSC","SERPINE1|L","LRP1|R","Ligand","Receptor",2.434
"Megakaryocyte","Neural","PROS1|L","AXL|R","Ligand","Receptor",2.783
"Megakaryocyte","MSC","PROS1|L","AXL|R","Ligand","Receptor",2.783
"Megakaryocyte","Fibroblast","PROS1|L","AXL|R","Ligand","Receptor",2.783
"Megakaryocyte","Megakaryocyte","PROS1|L","AXL|R","Ligand","Receptor",2.783
"Megakaryocyte","Myeloid","PROS1|L","AXL|R","Ligand","Receptor",2.783
"Neural","Megakaryocyte","SLC3A2|L","ITGA2B|R","Ligand","Receptor",3.107
"MSC","Megakaryocyte","SLC3A2|L","ITGA2B|R","Ligand","Receptor",3.175
"Fibroblast","Megakaryocyte","SLC3A2|L","ITGA2B|R","Ligand","Receptor",3.397
"Megakaryocyte","Megakaryocyte","SLC3A2|L","ITGA2B|R","Ligand","Receptor",3.168
"Myeloid","Megakaryocyte","SLC3A2|L","ITGA2B|R","Ligand","Receptor",3.242
"MSC","Fibroblast","EGFL8|L","NCR3|R","Ligand","Receptor",2.359
"Megakaryocyte","Fibroblast","EGFL8|L","NCR3|R","Ligand","Receptor",2.425
"Neural","Megakaryocyte","EGFL8|L","NCR3|R","Ligand","Receptor",2.4
"MSC","Megakaryocyte","EGFL8|L","NCR3|R","Ligand","Receptor",2.502
"Megakaryocyte","Megakaryocyte","EGFL8|L","NCR3|R","Ligand","Receptor",2.567
"MSC","Neural","MDK|L","ITGA6|R","Ligand","Receptor",2.71
"MSC","MSC","MDK|L","ITGA6|R","Ligand","Receptor",2.71
"MSC","Fibroblast","MDK|L","ITGA6|R","Ligand","Receptor",2.71
"MSC","Megakaryocyte","MDK|L","ITGA6|R","Ligand","Receptor",2.71
"MSC","Myeloid","MDK|L","ITGA6|R","Ligand","Receptor",2.71
"MSC","Neural","THBS1|L","ITGA6|R","Ligand","Receptor",2.694
"MSC","MSC","THBS1|L","ITGA6|R","Ligand","Receptor",2.694
"MSC","Fibroblast","THBS1|L","ITGA6|R","Ligand","Receptor",2.694
"MSC","Megakaryocyte","THBS1|L","ITGA6|R","Ligand","Receptor",2.694
"MSC","Myeloid","THBS1|L","ITGA6|R","Ligand","Receptor",2.694
"Megakaryocyte","Neural","CAV1|L","ICAM1|R","Ligand","Receptor",2.414
"Megakaryocyte","MSC","CAV1|L","ICAM1|R","Ligand","Receptor",2.414
"Megakaryocyte","Fibroblast","CAV1|L","ICAM1|R","Ligand","Receptor",2.414
"Megakaryocyte","Megakaryocyte","CAV1|L","ICAM1|R","Ligand","Receptor",2.414
"Megakaryocyte","Myeloid","CAV1|L","ICAM1|R","Ligand","Receptor",2.414
"MSC","Neural","FN1|L","ITGA6|R","Ligand","Receptor",2.41
"MSC","MSC","FN1|L","ITGA6|R","Ligand","Receptor",2.41
"MSC","Fibroblast","FN1|L","ITGA6|R","Ligand","Receptor",2.41
"MSC","Megakaryocyte","FN1|L","ITGA6|R","Ligand","Receptor",2.41
"MSC","Myeloid","FN1|L","ITGA6|R","Ligand","Receptor",2.41
"Neural","Megakaryocyte","CD40LG|L","TRAF3|R","Ligand","Receptor",2.343
"MSC","Megakaryocyte","CD40LG|L","TRAF3|R","Ligand","Receptor",2.343
"Fibroblast","Megakaryocyte","CD40LG|L","TRAF3|R","Ligand","Receptor",2.343
"Megakaryocyte","Megakaryocyte","CD40LG|L","TRAF3|R","Ligand","Receptor",2.343
"Myeloid","Megakaryocyte","CD40LG|L","TRAF3|R","Ligand","Receptor",2.343
"Neural","MSC","IL1B|L","IL1R1|R","Ligand","Receptor",2.414
"MSC","MSC","IL1B|L","IL1R1|R","Ligand","Receptor",2.414
"Fibroblast","MSC","IL1B|L","IL1R1|R","Ligand","Receptor",2.414
"Megakaryocyte","MSC","IL1B|L","IL1R1|R","Ligand","Receptor",2.414
"Myeloid","MSC","IL1B|L","IL1R1|R","Ligand","Receptor",2.414
"MSC","Neural","HSPG2|L","PTPRS|R","Ligand","Receptor",2.426
"MSC","MSC","HSPG2|L","PTPRS|R","Ligand","Receptor",2.547
"MSC","Fibroblast","HSPG2|L","PTPRS|R","Ligand","Receptor",2.426
"MSC","Megakaryocyte","HSPG2|L","PTPRS|R","Ligand","Receptor",2.426
"MSC","Myeloid","HSPG2|L","PTPRS|R","Ligand","Receptor",2.426
"Neural","MSC","TNF|L","PTPRS|R","Ligand","Receptor",2.267
"MSC","MSC","TNF|L","PTPRS|R","Ligand","Receptor",2.267
"Fibroblast","MSC","TNF|L","PTPRS|R","Ligand","Receptor",2.267
"Megakaryocyte","MSC","TNF|L","PTPRS|R","Ligand","Receptor",2.267
"Myeloid","MSC","TNF|L","PTPRS|R","Ligand","Receptor",2.267
"Myeloid","Neural","LTF|L","TFRC|R","Ligand","Receptor",3.662
"Myeloid","MSC","LTF|L","TFRC|R","Ligand","Receptor",3.299
"Myeloid","Fibroblast","LTF|L","TFRC|R","Ligand","Receptor",3.504
"Myeloid","Megakaryocyte","LTF|L","TFRC|R","Ligand","Receptor",3.267
"Myeloid","Myeloid","LTF|L","TFRC|R","Ligand","Receptor",3.301
"Neural","Fibroblast","TNF|L","TRAF2|R","Ligand","Receptor",2.395
"MSC","Fibroblast","TNF|L","TRAF2|R","Ligand","Receptor",2.395
"Fibroblast","Fibroblast","TNF|L","TRAF2|R","Ligand","Receptor",2.395
"Megakaryocyte","Fibroblast","TNF|L","TRAF2|R","Ligand","Receptor",2.395
"Myeloid","Fibroblast","TNF|L","TRAF2|R","Ligand","Receptor",2.395
"Neural","MSC","SEMA4C|L","PLXNB2|R","Ligand","Receptor",2.289
"MSC","MSC","SEMA4C|L","PLXNB2|R","Ligand","Receptor",2.289
"Fibroblast","MSC","SEMA4C|L","PLXNB2|R","Ligand","Receptor",2.289
"Megakaryocyte","MSC","SEMA4C|L","PLXNB2|R","Ligand","Receptor",2.289
"Myeloid","MSC","SEMA4C|L","PLXNB2|R","Ligand","Receptor",2.289
"Neural","MSC","TNFSF12|L","TNFRSF25|R","Ligand","Receptor",2.268
"MSC","MSC","TNFSF12|L","TNFRSF25|R","Ligand","Receptor",2.268
"Fibroblast","MSC","TNFSF12|L","TNFRSF25|R","Ligand","Receptor",2.268
"Megakaryocyte","MSC","TNFSF12|L","TNFRSF25|R","Ligand","Receptor",2.268
"Myeloid","MSC","TNFSF12|L","TNFRSF25|R","Ligand","Receptor",2.268
"MSC","Neural","APOE|L","SCARB1|R","Ligand","Receptor",2.766
"MSC","MSC","APOE|L","SCARB1|R","Ligand","Receptor",2.676
"MSC","Fibroblast","APOE|L","SCARB1|R","Ligand","Receptor",2.676
"MSC","Megakaryocyte","APOE|L","SCARB1|R","Ligand","Receptor",2.676
"MSC","Myeloid","APOE|L","SCARB1|R","Ligand","Receptor",2.676
"Neural","MSC","IGF1|L","IGF2R|R","Ligand","Receptor",2.356
"MSC","MSC","IGF1|L","IGF2R|R","Ligand","Receptor",2.356
"Fibroblast","MSC","IGF1|L","IGF2R|R","Ligand","Receptor",2.356
"Megakaryocyte","MSC","IGF1|L","IGF2R|R","Ligand","Receptor",2.356
"Myeloid","MSC","IGF1|L","IGF2R|R","Ligand","Receptor",2.356
"MSC","Neural","COL1A2|L","SCARB1|R","Ligand","Receptor",2.735
"MSC","MSC","COL1A2|L","SCARB1|R","Ligand","Receptor",2.645
"MSC","Fibroblast","COL1A2|L","SCARB1|R","Ligand","Receptor",2.645
"MSC","Megakaryocyte","COL1A2|L","SCARB1|R","Ligand","Receptor",2.645
"MSC","Myeloid","COL1A2|L","SCARB1|R","Ligand","Receptor",2.645
"MSC","Neural","IGF2R|L","IGF1R|R","Ligand","Receptor",2.401
"MSC","MSC","IGF2R|L","IGF1R|R","Ligand","Receptor",2.401
"MSC","Fibroblast","IGF2R|L","IGF1R|R","Ligand","Receptor",2.401
"MSC","Megakaryocyte","IGF2R|L","IGF1R|R","Ligand","Receptor",2.401
"MSC","Myeloid","IGF2R|L","IGF1R|R","Ligand","Receptor",2.401
"Neural","Fibroblast","IGF1|L","INSR|R","Ligand","Receptor",2.317
"MSC","Fibroblast","IGF1|L","INSR|R","Ligand","Receptor",2.317
"Fibroblast","Fibroblast","IGF1|L","INSR|R","Ligand","Receptor",2.317
"Megakaryocyte","Fibroblast","IGF1|L","INSR|R","Ligand","Receptor",2.317
"Myeloid","Fibroblast","IGF1|L","INSR|R","Ligand","Receptor",2.317
"MSC","Neural","THBS1|L","SCARB1|R","Ligand","Receptor",2.753
"MSC","MSC","THBS1|L","SCARB1|R","Ligand","Receptor",2.663
"MSC","Fibroblast","THBS1|L","SCARB1|R","Ligand","Receptor",2.663
"MSC","Megakaryocyte","THBS1|L","SCARB1|R","Ligand","Receptor",2.663
"MSC","Myeloid","THBS1|L","SCARB1|R","Ligand","Receptor",2.663
"MSC","Neural","BTLA|L","CD247|R","Ligand","Receptor",2.302
"MSC","MSC","BTLA|L","CD247|R","Ligand","Receptor",2.302
"MSC","Fibroblast","BTLA|L","CD247|R","Ligand","Receptor",2.302
"MSC","Megakaryocyte","BTLA|L","CD247|R","Ligand","Receptor",2.302
"MSC","Myeloid","BTLA|L","CD247|R","Ligand","Receptor",2.302
"MSC","Neural","GNAI2|L","ADCY7|R","Ligand","Receptor",2.311
"MSC","MSC","GNAI2|L","ADCY7|R","Ligand","Receptor",2.311
"MSC","Fibroblast","GNAI2|L","ADCY7|R","Ligand","Receptor",2.311
"MSC","Megakaryocyte","GNAI2|L","ADCY7|R","Ligand","Receptor",2.311
"MSC","Myeloid","GNAI2|L","ADCY7|R","Ligand","Receptor",2.311
"MSC","Neural","THY1|L","ITGB2|R","Ligand","Receptor",2.507
"MSC","MSC","THY1|L","ITGB2|R","Ligand","Receptor",2.691
"MSC","Fibroblast","THY1|L","ITGB2|R","Ligand","Receptor",2.507
"MSC","Megakaryocyte","THY1|L","ITGB2|R","Ligand","Receptor",2.507
"MSC","Myeloid","THY1|L","ITGB2|R","Ligand","Receptor",2.802
"Megakaryocyte","Neural","PTPRA|L","NCAM1|R","Ligand","Receptor",2.343
"Megakaryocyte","MSC","PTPRA|L","NCAM1|R","Ligand","Receptor",2.343
"Megakaryocyte","Fibroblast","PTPRA|L","NCAM1|R","Ligand","Receptor",2.343
"Megakaryocyte","Megakaryocyte","PTPRA|L","NCAM1|R","Ligand","Receptor",2.343
"Megakaryocyte","Myeloid","PTPRA|L","NCAM1|R","Ligand","Receptor",2.343
"Megakaryocyte","Neural","CALM3|L","SELL|R","Ligand","Receptor",2.822
"Megakaryocyte","MSC","CALM3|L","SELL|R","Ligand","Receptor",2.822
"Megakaryocyte","Fibroblast","CALM3|L","SELL|R","Ligand","Receptor",2.822
"Megakaryocyte","Megakaryocyte","CALM3|L","SELL|R","Ligand","Receptor",2.822
"Megakaryocyte","Myeloid","CALM3|L","SELL|R","Ligand","Receptor",2.822
"Neural","Megakaryocyte","GNAI2|L","F2R|R","Ligand","Receptor",2.625
"MSC","Megakaryocyte","GNAI2|L","F2R|R","Ligand","Receptor",2.799
"Fibroblast","Megakaryocyte","GNAI2|L","F2R|R","Ligand","Receptor",2.625
"Megakaryocyte","Megakaryocyte","GNAI2|L","F2R|R","Ligand","Receptor",2.671
"Myeloid","Megakaryocyte","GNAI2|L","F2R|R","Ligand","Receptor",2.874
"Neural","MSC","TNFSF12|L","TNFRSF12A|R","Ligand","Receptor",2.361
"MSC","MSC","TNFSF12|L","TNFRSF12A|R","Ligand","Receptor",2.361
"Fibroblast","MSC","TNFSF12|L","TNFRSF12A|R","Ligand","Receptor",2.361
"Megakaryocyte","MSC","TNFSF12|L","TNFRSF12A|R","Ligand","Receptor",2.361
"Myeloid","MSC","TNFSF12|L","TNFRSF12A|R","Ligand","Receptor",2.361
"MSC","Neural","COL3A1|L","ITGB1|R","Ligand","Receptor",2.658
"MSC","MSC","COL3A1|L","ITGB1|R","Ligand","Receptor",2.889
"MSC","Fibroblast","COL3A1|L","ITGB1|R","Ligand","Receptor",2.779
"MSC","Megakaryocyte","COL3A1|L","ITGB1|R","Ligand","Receptor",3.023
"MSC","Myeloid","COL3A1|L","ITGB1|R","Ligand","Receptor",2.629
"Megakaryocyte","Neural","F13A1|L","ITGB1|R","Ligand","Receptor",3.179
"Megakaryocyte","MSC","F13A1|L","ITGB1|R","Ligand","Receptor",3.41
"Megakaryocyte","Fibroblast","F13A1|L","ITGB1|R","Ligand","Receptor",3.3
"Megakaryocyte","Megakaryocyte","F13A1|L","ITGB1|R","Ligand","Receptor",3.544
"Megakaryocyte","Myeloid","F13A1|L","ITGB1|R","Ligand","Receptor",3.15
"MSC","Neural","GNAI2|L","S1PR1|R","Ligand","Receptor",2.289
"MSC","MSC","GNAI2|L","S1PR1|R","Ligand","Receptor",2.289
"MSC","Fibroblast","GNAI2|L","S1PR1|R","Ligand","Receptor",2.289
"MSC","Megakaryocyte","GNAI2|L","S1PR1|R","Ligand","Receptor",2.289
"MSC","Myeloid","GNAI2|L","S1PR1|R","Ligand","Receptor",2.289
"Megakaryocyte","Neural","CD226|L","PVR|R","Ligand","Receptor",2.661
"Megakaryocyte","MSC","CD226|L","PVR|R","Ligand","Receptor",2.661
"Megakaryocyte","Fibroblast","CD226|L","PVR|R","Ligand","Receptor",2.661
"Megakaryocyte","Megakaryocyte","CD226|L","PVR|R","Ligand","Receptor",2.661
"Megakaryocyte","Myeloid","CD226|L","PVR|R","Ligand","Receptor",2.661
"Neural","Neural","SEMA7A|L","PLXNC1|R","Ligand","Receptor",2.377
"Neural","MSC","SEMA7A|L","PLXNC1|R","Ligand","Receptor",2.377
"Neural","Fibroblast","SEMA7A|L","PLXNC1|R","Ligand","Receptor",2.377
"Neural","Megakaryocyte","SEMA7A|L","PLXNC1|R","Ligand","Receptor",2.377
"Neural","Myeloid","SEMA7A|L","PLXNC1|R","Ligand","Receptor",2.377
"Megakaryocyte","Neural","RTN4|L","NGFR|R","Ligand","Receptor",2.387
"MSC","MSC","RTN4|L","NGFR|R","Ligand","Receptor",2.394
"Fibroblast","MSC","RTN4|L","NGFR|R","Ligand","Receptor",2.408
"Megakaryocyte","MSC","RTN4|L","NGFR|R","Ligand","Receptor",2.489
"Megakaryocyte","Fibroblast","RTN4|L","NGFR|R","Ligand","Receptor",2.387
"Neural","Megakaryocyte","CALM2|L","GP6|R","Ligand","Receptor",2.785
"MSC","Megakaryocyte","CALM2|L","GP6|R","Ligand","Receptor",2.731
"Fibroblast","Megakaryocyte","CALM2|L","GP6|R","Ligand","Receptor",2.579
"Megakaryocyte","Megakaryocyte","CALM2|L","GP6|R","Ligand","Receptor",2.751
"Myeloid","Megakaryocyte","CALM2|L","GP6|R","Ligand","Receptor",2.61
"Neural","Megakaryocyte","CALM1|L","GP6|R","Ligand","Receptor",2.53
"MSC","Megakaryocyte","CALM1|L","GP6|R","Ligand","Receptor",2.536
"Fibroblast","Megakaryocyte","CALM1|L","GP6|R","Ligand","Receptor",2.681
"Megakaryocyte","Megakaryocyte","CALM1|L","GP6|R","Ligand","Receptor",2.709
"Myeloid","Megakaryocyte","CALM1|L","GP6|R","Ligand","Receptor",2.701
"Neural","Megakaryocyte","CALM2|L","MYLK|R","Ligand","Receptor",2.734
"MSC","Megakaryocyte","CALM2|L","MYLK|R","Ligand","Receptor",2.68
"Fibroblast","Megakaryocyte","CALM2|L","MYLK|R","Ligand","Receptor",2.528
"Megakaryocyte","Megakaryocyte","CALM2|L","MYLK|R","Ligand","Receptor",2.701
"Myeloid","Megakaryocyte","CALM2|L","MYLK|R","Ligand","Receptor",2.559
"Neural","Megakaryocyte","CALM1|L","MYLK|R","Ligand","Receptor",2.48
